year_decimal	gt	gt_err	year	month	eqe	eqe_err	eqe_min	eqe_max
2001.125	0.0162687881831	0.0281856839798	2001	2	1.7395124712537385e+20	6.128230770388454e+19	1.2314805209077167e+20	2.4571266749854073e+20
2001.2083333333335	0.182562473882	0.0288542316047	2001	3	2.1204833290069012e+19	7.470375406708036e+18	1.5011872336272757e+19	2.9952623149688828e+19
2001.2916666666667	0.102230365346	0.0292451529371	2001	4	4.9388662602713735e+19	1.7399422359538467e+19	3.4964495485961744e+19	6.976334020503868e+19
2001.375	0.103448628691	0.0293498293707	2001	5	1.4125375446227612e+19	4.976311574844414e+18	1e+19	1.9952623149688828e+19
2001.4583333333335	0.114244903334	0.0293013171451	2001	6	3.6184934003010516e+21	1.274780317164965e+21	2.561697148564942e+21	5.111257782894872e+21
2001.5416666666667	0.197264555723	0.029204647908	2001	7	2.750631105380477e+20	9.690360061535524e+19	1.9472976954499967e+20	3.8853697077571014e+20
2001.625	0.121715024231	0.0294190577788	2001	8	6.6234132519034905e+19	2.3334012009732067e+19	4.689017489919125e+19	9.35581989186554e+19
2001.7083333333335	0.116716363642	0.0294940412519	2001	9	7.079457843841402e+18	2.494063831863622e+18	5.011872336272756e+18	1e+19
2001.7916666666667	0.105227917184	0.0293000767142	2001	10	1.966731485587571e+20	6.92871399673421e+19	1.3923392642372783e+20	2.77808206358412e+20
2001.875	0.364750207906	0.0292796802512	2001	11	2.2387211385683467e+20	7.886922338536278e+19	1.584893192461124e+20	3.1622776601683794e+20
2001.9583333333335	0.136266076224	0.0292441099686	2001	12	9.739158895879274e+19	3.4310655548455617e+19	6.894796483785022e+19	1.3756927593476145e+20
2002.0416666666667	0.298173708065	0.0286477504519	2002	1	1.3422867888702947e+20	4.728821056575759e+19	9.502662736152496e+19	1.8960304849304014e+20
2002.125	0.245701627294	0.0287993676892	2002	2	1e+19	3.5229588011930476e+18	7.079457843841402e+18	1.4125375446227497e+19
2002.2083333333335	0.479185194424	0.0287576975809	2002	3	2.976795184770098e+20	1.0487126795534988e+20	2.1074096020329942e+20	4.204834961139992e+20
2002.2916666666667	0.139986364553	0.0292379240832	2002	4	7.035950796526251e+19	2.4787364783383437e+19	4.981071705534985e+19	9.938544662211672e+19
2002.375	0.303228730471	0.0292671594946	2002	5	3.548133892335761	0.0	0.0	0.0
2002.4583333333335	0.214490852678	0.0291296382462	2002	6	1.605196768055621e+20	5.6550420816682525e+19	1.1363922850520234e+20	2.2674007013856736e+20
2002.5416666666667	0.199432210957	0.0289755409149	2002	7	7.079457843841402e+18	2.494063831863622e+18	5.011872336272756e+18	1e+19
2002.625	0.165752475127	0.0288486608165	2002	8	7.629113581678032e+20	2.6877052837874165e+20	5.4009987987367264e+20	1.0776409366311558e+21
2002.7083333333335	0.217463408083	0.0289554370915	2002	9	8.651228131626993e+19	3.047792028744443e+19	6.124600485530766e+19	1.2220184543019652e+20
2002.7916666666667	0.258029816324	0.029116564695	2002	10	2.0079852400498472e+20	7.074049274099346e+19	1.4215446857988643e+20	2.8363545406187333e+20
2002.875	0.218886894519	0.0292099070427	2002	11	3.1758133957550014e+20	1.1188259753521925e+20	2.2483037055154343e+20	4.48595565621982e+20
2002.9583333333335	0.0745447690106	0.0290338679363	2002	12	1.4125375446227612e+19	4.976311574844414e+18	1e+19	1.9952623149688828e+19
2003.0416666666667	0.316992394666	0.0290138134186	2003	1	4.239448806231769e+20	1.4935403484121596e+20	3.001299910484151e+20	5.988380607308471e+20
2003.125	0.0713189174896	0.0303392525819	2003	2	1e+19	3.5229588011930476e+18	7.079457843841402e+18	1.4125375446227497e+19
2003.2083333333335	0.109012860174	0.0302393894512	2003	3	6.6234132519034905e+19	2.3334012009732067e+19	4.689017489919125e+19	9.35581989186554e+19
2003.2916666666667	0.130456197752	0.030385629016	2003	4	7.079457843841402e+18	2.494063831863622e+18	5.011872336272756e+18	1e+19
2003.375	0.162179732779	0.030213042566	2003	5	1.2209208969341036e+20	4.301254019414545e+19	8.643458020509994e+19	1.724596605933908e+20
2003.4583333333335	0.0930119446828	0.0300798868146	2003	6	1.1623146065159381e+20	4.094786472780574e+19	8.228557258110683e+19	1.641813020367183e+20
2003.5416666666667	0.126336996749	0.0299623673739	2003	7	3.703208099353023e+19	1.3046249566265225e+19	2.621670562634177e+19	5.230920475887222e+19
2003.625	0.283855355605	0.0299691971309	2003	8	1.1246826503806981e+20	3.962210641707804e+19	7.96214341106997e+19	1.588656469448558e+20
2003.7083333333335	0.294554908325	0.0300913487728	2003	9	1.9004812554691192e+21	6.695317165457353e+20	1.3454376931104412e+21	2.684501126201912e+21
2003.7916666666667	0.317801936216	0.0300356394448	2003	10	6.3936092501577466e+19	2.252442197923255e+19	4.526328715648613e+19	9.031213111495123e+19
2003.875	0.162933104894	0.0301219510206	2003	11	4.737630499948067e+20	1.6690477066592784e+20	3.353985540407935e+20	6.692080953726492e+20
2003.9583333333335	0.34671379065	0.0305069556508	2003	12	1.629999464923244e+20	5.742420960891348e+19	1.1539512497408079e+20	2.302435441919077e+20
2004.0416666666667	0.195480116964	0.0306977847455	2004	1	4.820337404214405e+19	1.6981850082897383e+19	3.412537544622761e+19	6.8089075612022374e+19
2004.125	0.247565607834	0.0305334539075	2004	2	1.4923392642372675e+20	5.257449745310716e+19	1.056495290987703e+20	2.107985240049846e+20
2004.2083333333335	0.153646877201	0.0289428581387	2004	3	3.548133892335761	0.0	0.0	0.0
2004.2916666666667	0.173368207983	0.0282040485842	2004	4	3.1204833290069012e+19	1.0993334207901084e+19	2.2091330180114158e+19	4.4077998595916325e+19
2004.375	-0.0145021721231	0.0278826691685	2004	5	1.70794578438414e+19	6.01702263305667e+18	1.2091330180114158e+19	2.4125375446227497e+19
2004.4583333333335	-0.00458581615024	0.0276858846689	2004	6	4.813645246233355e+19	1.6958273886038987e+19	3.40779985959166e+19	6.799454636799458e+19
2004.5416666666667	-0.100247067999	0.0275782633567	2004	7	1.520125624855464e+20	5.355339949003702e+19	1.0761665278507326e+20	2.147234517651473e+20
2004.625	0.0807156764939	0.0276169023778	2004	8	7.079457843841402e+18	2.494063831863622e+18	5.011872336272756e+18	1e+19
2004.7083333333335	0.158052724337	0.0276710068203	2004	9	2.3356332345794835e+20	8.228339660120775e+19	1.653501702288039e+20	3.299169634312194e+20
2004.7916666666667	0.181783066787	0.0276616034924	2004	10	6.1110079589446664e+19	2.1528829273125147e+19	4.3262623228727984e+19	8.632028177497827e+19
2004.875	0.2955025611	0.0275671212077	2004	11	4.3086833193353177e+20	1.5179313821406062e+20	3.050314192169696e+20	6.086176956450908e+20
2004.9583333333335	0.098118163633	0.027563986877	2004	12	3.8207170896031216e+21	1.3460228897686146e+21	2.70486055690897e+21	5.3969063364462e+21
2005.0416666666667	0.302381126118	0.027086619107	2005	1	3.703208099353023e+19	1.3046249566265225e+19	2.621670562634177e+19	5.230920475887222e+19
2005.125	0.12770874705	0.0269079970526	2005	2	9.512708918279048e+19	3.3512881606838927e+19	6.73448217676906e+19	1.3437058498136847e+20
2005.2083333333335	0.260207950871	0.0264340080914	2005	3	1.8626973718706022e+21	6.562206100190698e+20	1.3186887519992105e+21	2.63112997203735e+21
2005.2916666666667	0.300314096074	0.0263566574274	2005	4	2.1204833290069012e+19	7.470375406708036e+18	1.5011872336272757e+19	2.9952623149688828e+19
2005.375	0.254575127774	0.0259661766035	2005	5	3.825075089245522e+19	1.3475581950881876e+19	2.70794578438414e+19	5.403062174560515e+19
2005.4583333333335	0.285721588893	0.025344914595	2005	6	7.071914769992291e+20	2.491406438023181e+20	5.006532248939979e+20	9.989345124986341e+20
2005.5416666666667	0.21227595224	0.0253556607483	2005	7	7.039304820671771e+19	2.479918087226627e+19	4.9834461727895355e+19	9.94328234724279e+19
2005.625	0.261598496987	0.0254670053934	2005	8	3.981071705534985e+19	1.402515160319509e+19	2.8183829312644723e+19	5.6234132519034905e+19
2005.7083333333335	0.32996291544	0.025469253694	2005	9	3.8944089094678846e+20	1.3719842143054502e+20	2.757030370125826e+20	5.5009987987367264e+20
2005.7916666666667	0.387285582516	0.0257470877867	2005	10	1.1220184543019652e+20	3.952824788684193e+19	7.943282347242853e+19	1.584893192461124e+20
2005.875	0.36631679891	0.0254978697507	2005	11	4.698470414321906e+19	1.6552517698280733e+19	3.326262322872798e+19	6.636765862528945e+19
