gt_interval_count	gtdt	gtdt_err	eqe_tot	eqe_min_tot	eqe_max_tot	eqedt	eqedt_min	eqedt_max
1	0.0674820756437	0.0266491113826	9.897942754116585e+20	7.007206846852382e+20	1.398121575471638e+21	-3.481718606257206e+20	-9.438876917575616e+20	2.0559506567141012e+20
3	-0.2992162247858	0.027260577784	1.0802620410649472e+21	7.647669580021363e+20	1.525910691035048e+21	-9.046776565328865e+19	-8.251900063498098e+20	6.333546174695018e+20
1	0.0323776985749	0.0273658697886	1.8698772915357092e+21	1.3237717458583395e+21	2.641271878131689e+21	-7.89615250470762e+20	-1.8765049201295528e+21	2.0213894517670858e+20
4	-0.4500100580806	0.0269726163528	1.0126870222260973e+21	7.169275082854903e+20	1.430458439846576e+21	8.571902693096119e+20	-1.0668669398823653e+20	1.9243443698461987e+21
2	0.0342969612469	0.0268674833241	2.272284727917213e+20	1.6086543940494544e+20	3.209687490255968e+20	7.85458549434376e+20	3.959587592598935e+20	1.2695930004416307e+21
2	-0.298408334486	0.0270430041556	1.1346666119863019e+20	8.032824446371355e+19	1.6027591900605474e+20	1.1376181159309112e+20	5.895203988906967e+17	2.4064050456188325e+20
1	0.00889830036056	0.0265558735222	2.720085663191682e+20	1.92567317842029e+20	3.842223123848325e+20	-1.58541905120538e+20	-3.0389406792111895e+20	-3.2291398835974242e+19
2	-0.1583579904976	0.0274313370215	1.404483738178474e+20	9.942983416795238e+19	1.9838860109892023e+20	1.315601925013208e+20	-5.821283256891245e+18	2.847924782168801e+20
2	-0.027451748476699997	0.0274583703062	8.507400421183598e+19	6.022778264244787e+19	1.2017022502061225e+20	5.537436960601142e+19	-2.074039085265987e+19	1.3816081845647235e+20
2	0.0106487559913	0.0275015996556	7.26850977703238e+20	5.145710855404953e+20	1.026704295351578e+21	-6.41776973491402e+20	-9.664765127091302e+20	-3.944008605198831e+20
1	0.198550163104	0.0276797661851	7.079457843841402e+18	5.011872336272756e+18	1e+19	7.197715198593966e+20	5.045710855404953e+20	1.0216924230153052e+21
1	0.0123577358073	0.0277473183283	7.632028177497827e+19	5.403062174560559e+19	1.0780526342334443e+20	-6.924082393113687e+19	-1.0279339108707167e+20	-4.403062174560559e+19
4	0.6685288747175999	0.0282184567249	6.074163804767552e+21	4.300178659243919e+21	8.579984426422744e+21	-5.997843522992574e+21	-8.525953804677138e+21	-4.1923733958205747e+21
2	0.284058830795	0.0279547585572	2.4650705728646944e+21	1.7451363202689558e+21	3.4820047343160923e+21	3.609093231902858e+21	8.181739249278266e+20	6.834848106153788e+21
1	0.339197703625	0.0282701088527	2.8284291133910417e+19	2.0023744672545513e+19	3.995262314968883e+19	2.436786281730784e+21	1.705183697119267e+21	3.461980989643547e+21
1	0.16205251063	0.0273306840222	7.113168524454568e+20	5.035737670501565e+20	1.0047617602020955e+21	-6.830325613115463e+20	-9.8473801552955e+20	-4.636211439004677e+20
4	1.197250158264	0.0269397755645	4.7336140803290916e+20	3.351142133070388e+20	6.686407610219734e+20	2.379554444125476e+20	-1.650669939718169e+20	6.696475468950566e+20
4	0.40699102438900003	0.0269711475788	6.038858981651078e+20	4.275184758550157e+20	8.530115038264455e+20	-1.3052449013219865e+20	-5.178972905194067e+20	2.411222851669577e+20
1	0.179854277083	0.0245427142178	2.703208099353023e+19	1.913724778250037e+19	3.818382931264473e+19	5.768538171715776e+20	3.89334646542371e+20	8.338742560439452e+20
1	-0.0294639580908	0.0241091742796	4.981071705534985e+19	3.5263287156486124e+19	7.03595079652624e+19	-2.277863606181962e+19	-5.122226018276203e+19	2.9205421561586033e+18
1	0.194415558345	0.0260002361545	1.1220184543019652e+20	7.943282347242853e+19	1.584893192461124e+20	-6.239112837484667e+19	-1.2322603208962626e+20	-9.073315507166134e+18
1	-0.13234088053	0.0267120979403	8.971596335472751e+19	6.351403804894134e+19	1.2672716659055185e+20	2.2485882075469005e+19	-4.729434311812332e+19	9.497528119717105e+19
1	-0.0556471121616	0.0270336884761	2.6170815590836634e+20	1.852751857142753e+20	3.69672595954552e+20	-1.7199219255363882e+20	-3.061585579056107e+20	-5.854801912372344e+19
1	-0.0941254662214	0.0272341098653	9.604484957438476e+19	6.799454636799458e+19	1.356669559914628e+20	1.6566330633398157e+20	4.960822972281248e+19	3.016780495865574e+20
1	0.0132666707161	0.0273254022259	2.8183829312644723e+19	1.9952623149688988e+19	3.981071705534985e+19	6.786102026174004e+19	2.8183829312644727e+19	1.1571433284177383e+20
2	-0.059178896200349995	0.0272732493356	1.4585721874800417e+21	1.032590031346449e+21	2.060287976358091e+21	-1.430388358167397e+21	-2.0403353532084018e+21	-9.927793142910992e+20
1	0.0231952470524	0.0273213096324	3.8236143310294706e+20	2.7069116467630984e+20	5.4009987987367264e+20	1.0762107543770947e+21	4.9249015147277635e+20	1.789596811681781e+21
1	-0.0490975536787	0.0274375786192	5.6234132519034905e+19	3.981071705534985e+19	7.94328234724279e+19	3.261273005839122e+20	1.9125834120388195e+20	5.002891628183228e+20
2	0.0378098512558	0.0277236703798	3.592230840220395e+20	2.543104679868722e+20	5.0741609307630384e+20	-3.029889515030046e+20	-4.6760537602095396e+20	-1.748776445144443e+20
1	-0.165074381437	0.0276242214483	1.0646490446595876e+20	7.537138030153528e+19	1.5038567474284125e+20	2.5275817955608075e+20	1.0392479324403096e+20	4.320447127747685e+20
1	0.120620967241	0.028088226456	4.981071705534985e+19	3.5263287156486124e+19	7.03595079652624e+19	5.6654187410608914e+19	5.011872336272884e+18	1.1512238758635512e+20
1	0.0549099437389	0.0284832791968	3.2330722386067934e+20	2.2888398619310742e+20	4.566835921509617e+20	-2.734965068053295e+20	-4.214203049944756e+20	-1.5852447822784502e+20
1	0.132418223596	0.02857985667	7.96214341106997e+19	5.6367658625289445e+19	1.1246826503806981e+20	2.4368578974997964e+20	1.1641572115503761e+20	4.0031593352567226e+20
1	-0.0552291560392	0.0284584757708	2.147234517651473e+20	1.520125624855473e+20	3.033049373292626e+20	-1.351020176544476e+20	-2.4693727870397314e+20	-3.954429744747749e+19
1	0.0231829196767	0.0280533764534	7.841161914578722e+20	5.551117522099453e+20	1.1075935597808446e+21	-5.693927396927249e+20	-9.555809972952973e+20	-2.5180681488068274e+20
1	0.0172981790044	0.0280153580008	2.70794578438414e+19	1.917078802395556e+19	3.825075089245499e+19	7.570367336140308e+20	5.1686100131749036e+20	1.088422771756889e+21
1	0.0557848937954	0.0278284685998	1.7048613656410692e+20	1.2069494167649826e+20	2.408180687344837e+20	-1.4340667872026552e+20	-2.2164728071052814e+20	-8.244419078404325e+19
2	-0.0681397779017	0.028053840693	6.8189537433288065e+19	4.827449556500074e+19	9.632028177497827e+19	1.0229659913081885e+20	2.4374659901519987e+19	1.9254357316948296e+20
1	-0.0474789796404	0.0286851693594	6.480625505240488e+20	4.5879315066073416e+20	9.154126838791981e+20	-5.798730130907608e+20	-8.671381883141974e+20	-3.6247286888575585e+20
1	-0.130052223083	0.0280947726059	5.396963274303265e+19	3.820757398519023e+19	7.623413251903491e+19	5.940929177810162e+20	3.825590181416993e+20	8.772051098940079e+20
